iter	MultiClass
458	0.1811050185
459	0.1809810163
460	0.1808243549
461	0.1806712558
462	0.1804844191
463	0.1804046346
464	0.1803040582
465	0.1801227238
466	0.1799819816
467	0.1798624501
468	0.1796493202
469	0.1795217356
470	0.1794509808
471	0.1793326043
472	0.1792157315
473	0.1791398608
474	0.1789502339
475	0.1787840677
476	0.1786643048
477	0.1785831913
478	0.1784512006
479	0.1783059282
480	0.178151715
481	0.1780506583
482	0.1779770026
483	0.177829207
484	0.1776716299
485	0.1775382227
486	0.1774391175
487	0.1771700119
488	0.1770248061
489	0.1768944346
490	0.1767839323
491	0.1765948014
492	0.1764768675
493	0.1763857311
494	0.1763159695
495	0.176135261
496	0.1759646571
497	0.1758105516
498	0.1757002928
499	0.1756119855
500	0.1754880119
501	0.1753926304
502	0.1752452195
503	0.1751717505
504	0.1750616196
505	0.174886707
506	0.1746963462
507	0.1745962205
508	0.1744861918
509	0.1743640778
510	0.1742517523
511	0.1741131394
512	0.173938755
513	0.1738501403
514	0.1737604362
515	0.1736316984
516	0.1735619811
517	0.1734416613
518	0.1733338951
519	0.1731916986
520	0.1730976835
521	0.1729437495
522	0.172820816
523	0.1727813767
524	0.1726851207
525	0.172577852
526	0.1724820978
527	0.1723041993
528	0.1721949806
529	0.1721249011
530	0.1719892512
531	0.1718541129
532	0.1717203007
533	0.1716402255
534	0.1715540711
535	0.1714360972
536	0.1712782122
537	0.1711493723
538	0.1710773198
539	0.1709969571
540	0.1709112613
541	0.1707850287
542	0.1706866735
543	0.170604674
544	0.17041577
545	0.1702551823
546	0.1701480465
547	0.1699876768
548	0.1699011485
549	0.1698461766
550	0.169712136
551	0.1696180189
552	0.1695289993
553	0.1693814757
554	0.1692704518
555	0.1691354109
556	0.1690301823
557	0.1689300607
558	0.1688575193
559	0.1686777627
560	0.1685182562
561	0.1684031213
562	0.1682810879
563	0.1681650817
564	0.1679469919
565	0.1678709551
566	0.1677564686
567	0.1676545559
568	0.1675200468
569	0.1674311934
570	0.1673272492
571	0.1672450322
572	0.1671375999
573	0.1670596873
574	0.1668926948
575	0.1667991361
576	0.1667117232
577	0.1666132902
578	0.1665721941
579	0.1665081718
580	0.1663969042
581	0.1663395945
582	0.1662365801
583	0.1661595201
584	0.1660850423
585	0.1660176032
586	0.165950375
587	0.1658972672
588	0.1658415395
589	0.1657669407
590	0.1656835732
591	0.165608853
592	0.1655453349
593	0.1654691879
594	0.1653649146
595	0.1652783663
596	0.1652191516
597	0.1651472558
598	0.1650536487
599	0.1649871301
600	0.1649603901
601	0.1649306876
602	0.1648313593
603	0.1647376413
604	0.164672479
605	0.1645857932
606	0.1645371558
607	0.1644918003
608	0.1643995895
609	0.1642818991
610	0.1642480262
611	0.1641862375
612	0.1640884633
613	0.1640065672
614	0.1639097955
615	0.1638045604
616	0.1636836231
617	0.1636273491
618	0.1635523712
619	0.1634613066
620	0.1633745454
621	0.1633246732
622	0.1632069816
623	0.1631529182
624	0.1630671567
625	0.1630137418
626	0.1628821198
627	0.1628343781
628	0.1627522083
629	0.1626515829
630	0.1625667231
631	0.1624425611
632	0.1623987821
633	0.1623397319
634	0.1622694648
635	0.162157153
636	0.1620849291
637	0.1619928453
638	0.1618808134
639	0.1618209395
640	0.1617832524
641	0.1617214127
642	0.1616308169
643	0.1615778315
644	0.1615014682
645	0.1613839277
646	0.1613266229
647	0.1612181157
648	0.1610789132
649	0.160927859
650	0.1608420977
651	0.1607645793
652	0.1606742114
653	0.1606247183
654	0.1604930051
655	0.1604118303
656	0.160360797
657	0.1602733279
658	0.1602116486
659	0.1601182262
660	0.1600487477
661	0.1600032611
662	0.1599377089
663	0.1598150281
664	0.1596541165
665	0.1595617119
666	0.1594652994
667	0.1594142807
668	0.159364714
669	0.1593375289
670	0.1593133725
671	0.1592340633
672	0.1591504126
673	0.1590634326
674	0.1589864017
675	0.1589077875
676	0.1588605477
677	0.158703186
678	0.158619625
679	0.1585908977
680	0.158497072
681	0.1583944093
682	0.1583306497
683	0.1582369122
684	0.1581429539
685	0.1580895459
686	0.1579992427
687	0.1579459276
688	0.1579072314
689	0.1578678923
690	0.157798122
691	0.1576803384
692	0.1576265435
693	0.1575431841
694	0.1574728613
695	0.1574186817
696	0.1573462613
697	0.1572879448
698	0.1572508255
699	0.1571912896
700	0.1571428609
701	0.1570935481
702	0.1570247754
703	0.1569122025
704	0.1568919754
705	0.1568295524
706	0.1567653953
707	0.1567139574
708	0.1566400958
709	0.1565793923
710	0.1565156941
711	0.1564438316
712	0.1563942596
713	0.1563325234
714	0.1562752577
715	0.1562332133
716	0.1561495355
717	0.1560741589
718	0.1559936776
719	0.1558974262
720	0.1558393534
721	0.1557434727
722	0.1556901177
723	0.1556416042
724	0.1555732686
725	0.1555189991
726	0.1554767791
727	0.1553564127
728	0.1552851606
729	0.1552364765
730	0.1551868814
731	0.1551028266
732	0.1550527141
733	0.1549645521
734	0.1548896448
735	0.1548286201
736	0.1547636952
737	0.1547322617
738	0.1546510842
739	0.1545560347
740	0.1545285187
741	0.1544516443
742	0.1543416147
743	0.1542681712
744	0.1542177204
745	0.1541908731
746	0.1541532077
747	0.1540611657
748	0.1540178522
749	0.1539662082
750	0.1539003047
751	0.1538441503
752	0.1538042079
753	0.1537748564
754	0.1537211726
755	0.1536658217
756	0.153633515
757	0.1535741956
758	0.1535084424
759	0.1534603296
760	0.1534186603
761	0.1533668005
762	0.1532814949
763	0.153226517
764	0.1531563342
765	0.1531135466
766	0.1530687044
767	0.152990889
768	0.1529631625
769	0.1529039431
770	0.1528294326
771	0.152781525
772	0.1527421626
773	0.1526723267
774	0.15262903
775	0.1525751227
776	0.1525553922
777	0.1525329911
778	0.1524952239
779	0.1524531571
780	0.1523986666
781	0.1523597933
782	0.1523109682
783	0.1522583498
784	0.1522000105
785	0.152160417
786	0.1521274356
787	0.1520318004
788	0.1519855711
789	0.151936209
790	0.1518895981
791	0.1518377638
792	0.1517881099
793	0.151752373
794	0.1517215047
795	0.1516856603
796	0.1516437442
797	0.1515723889
798	0.1515350513
799	0.1514534462
800	0.1513775035
801	0.1513258054
802	0.1512781408
803	0.1512316398
804	0.1511594545
805	0.1511276349
806	0.1510646757
807	0.1510211694
808	0.1509802563
809	0.1509509064
810	0.1509317026
811	0.1508932025
812	0.1508360698
813	0.1507820416
814	0.1507498004
815	0.1507332271
816	0.1506384556
817	0.150571978
818	0.150529275
819	0.1504657169
820	0.1503935976
821	0.1503542307
822	0.150332685
823	0.1502949836
824	0.1502647031
825	0.1502228748
826	0.1501479234
827	0.1501121927
828	0.1500563821
829	0.1500161804
830	0.1499503035
831	0.1498960266
832	0.1498518824
833	0.1498187755
834	0.1497817427
835	0.1497488738
836	0.1496875048
837	0.1496222219
838	0.1495851904
839	0.1495130067
840	0.1494774631
841	0.1494455397
842	0.1493293535
843	0.1492917339
844	0.1492542472
845	0.1492229344
846	0.1491590161
847	0.1491249348
848	0.1490696399
849	0.1490308152
850	0.1489977958
851	0.1489524258
852	0.1488983595
853	0.1488734548
854	0.1488530553
855	0.1487935549
856	0.1487554496
857	0.148698504
858	0.1486438277
859	0.1485981566
860	0.148549272
861	0.1485277907
862	0.1484785992
863	0.1484183473
864	0.1483786244
865	0.1483394726
866	0.1482913626
867	0.1482603962
868	0.1482230318
869	0.148190638
870	0.1481583361
871	0.148122902
872	0.1480865691
873	0.1480084287
874	0.1479637896
875	0.1479390559
876	0.1478911647
877	0.1478395747
878	0.1478060263
879	0.147768692
880	0.1477244576
881	0.1476944825
882	0.1476666247
883	0.1476340167
884	0.147583715
885	0.1475511091
886	0.1475267504
887	0.1474854191
888	0.1474063536
889	0.1473713815
890	0.1473259743
891	0.1472814337
892	0.1472192536
893	0.1471911155
894	0.1471464574
895	0.1470968098
896	0.1470652775
897	0.1470076966
898	0.1469823168
899	0.1469510596
900	0.146911356
901	0.1468771781
902	0.146828662
903	0.1467852036
904	0.1467557346
905	0.1467234171
906	0.1466628173
907	0.146630423
908	0.1466049558
909	0.146564493
910	0.1465260401
911	0.1464748542
912	0.1464206868
913	0.1463784376
914	0.1463559918
915	0.1462478598
916	0.1462317253
917	0.1461994224
918	0.1461417617
919	0.1461203504
920	0.1460819634
921	0.1460302971
922	0.1459936148
923	0.1459664682
924	0.1459394221
925	0.1459099223
926	0.1458939046
927	0.1458678748
928	0.1458379121
929	0.145801203
930	0.1457737621
931	0.1457417422
932	0.1457038799
933	0.1456356771
934	0.145593719
935	0.145573875
936	0.1455424519
937	0.1454689273
938	0.1454264316
939	0.1453587432
940	0.1453432045
941	0.1453150902
942	0.1452574667
943	0.1452100451
944	0.1451929709
945	0.1451567853
946	0.1451166428
947	0.1450400267
948	0.1450247336
949	0.1449850703
950	0.1449531575
951	0.1449255793
952	0.14490518
953	0.1448863358
954	0.1448547839
955	0.1448438614
956	0.1448320569
957	0.1448042895
958	0.1447555899
959	0.1447336695
960	0.1447002287
961	0.1446578103
962	0.1446163904
963	0.1445779475
964	0.1445182187
965	0.1444846994
966	0.1444064934
967	0.1443919808
968	0.1443591753
969	0.1443377542
970	0.144281425
971	0.144251936
972	0.1442210487
973	0.1441883263
974	0.144107665
975	0.1440812523
976	0.1440504708
977	0.1440202336
978	0.1439701926
979	0.1439379076
980	0.1438932281
981	0.1438795697
982	0.143826898
983	0.1438114022
984	0.1437776456
985	0.1437530597
986	0.1437098771
987	0.1436939601
988	0.1436677781
989	0.143629933
990	0.1436093444
991	0.1435753865
992	0.1435585357
993	0.1435364405
994	0.1435144579
995	0.1434867772
996	0.1434567309
997	0.1434223009
998	0.1433973734
999	0.1433678555
